phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,R40[0.49]&R365MFC[0.51],mixture,R40,R365MFC,0.49,438.587,4529550.345905105,0.1035355466040167,30.806399793513865,3.11670582600619
INIT,2,MM[0.48]&R245fa[0.52],mixture,MM,R245fa,0.48,471.0212,2977609.599214879,0.07403789505320492,7.710102828947153,0.9939514957006763
INIT,3,Isopentane[0.50]&cis-2-Butene[0.50],mixture,Isopentane,cis-2-Butene,0.5,448.05,3753382.888551586,0.11475283723123127,19.460959723719732,1.8052195387911552
INIT,4,MethylLinoleate[0.50]&R123[0.50],mixture,MethylLinoleate,R123,0.5,614.4155000000001,1892770.042177478,-0.05,-1.0,-1.0
INIT,5,MDM[0.49]&n-Undecane[0.51],mixture,MDM,n-Undecane,0.49,602.8148409999999,1698567.9068695519,0.10191079445666264,0.28185335875004863,0.003406547506015401
INIT,6,R113[0.49]&n-Butane[0.51],mixture,R113,n-Butane,0.49,458.45409624345643,3863069.1902500778,0.1126321750229111,18.77789037957311,1.5689768752607318
INIT,7,n-Decane[0.50]&MD2M[0.50],mixture,n-Decane,MD2M,0.5,608.55,1480321.928105276,0.09971100728826456,0.23034744209703648,0.00279139391481251
INIT,8,EthyleneOxide[0.50]&Isohexane[0.50],mixture,EthyleneOxide,Isohexane,0.5,483.31,4182436.8288019607,0.12353446626616439,13.855632287658967,0.8706188116299812
INIT,9,R236EA[0.50]&MethylOleate[0.50],mixture,R236EA,MethylOleate,0.5,597.22,1600189.17870052,-0.05,-1.0,-1.0
INIT,10,p-Xylene[0.48]&n-Butane[0.52],mixture,p-Xylene,n-Butane,0.48,516.82564,3666938.7774561862,0.008922906216154748,1.9221988239569603,1.5788657384469154
INIT,11,D4[0.49]&MD4M[0.51],mixture,D4,MD4M,0.49,620.517,1021354.7292080197,0.01277361167197088,0.0684482994702141,0.04054997460043245
INIT,12,Methanol[0.49]&R365MFC[0.51],mixture,Methanol,R365MFC,0.49,486.1575787886385,4634427.666909691,-0.05,-1.0,-1.0
INIT,13,Novec649[0.49]&Isopentane[0.51],mixture,Novec649,Isopentane,0.49,451.2654,2461308.111138237,0.09546670576506913,11.36069466697681,0.9253081157264599
INIT,14,n-Heptane[0.50]&o-Xylene[0.50],mixture,n-Heptane,o-Xylene,0.5,585.54090896875,3386195.0834019175,0.12436514541462608,1.7839320547709425,0.04052051826561432
INIT,15,MD3M[0.49]&MethylPalmitate[0.51],mixture,MD3M,MethylPalmitate,0.49,693.2404,1282038.8657490711,-0.05,-1.0,-1.0
INIT,16,trans-2-Butene[0.49]&R11[0.51],mixture,trans-2-Butene,R11,0.49,450.285,4313121.8243641835,0.11910893987806226,22.0569608244424,2.0877515558797777
INIT,17,Ethanol[0.48]&n-Hexane[0.52],mixture,Ethanol,n-Hexane,0.48,487.3627262170551,3955920.3000453766,0.11663504910299245,8.041338064017914,0.44806583815365025
INIT,18,DiethylEther[0.50]&D6[0.50],mixture,DiethylEther,D6,0.5,556.24,1318683.6080471764,-0.05,-1.0,-1.0
INIT,19,Benzene[0.49]&n-Hexane[0.51],mixture,Benzene,n-Hexane,0.49,553.4561478275568,4655272.260135267,0.11783233205442749,4.755135472974822,0.30605120516652756
INIT,20,R245ca[0.49]&n-Nonane[0.51],mixture,R245ca,n-Nonane,0.49,522.5297999999999,3151406.5342955915,0.02226612111046983,1.682934763098332,0.9184528310965444
LOOP,1,R236EA[0.50]&R11[0.50],mixture,R236EA,R11,0.5,441.775,4413818.060967155,0.10594154559709044,21.55037429701045,2.384188598584451
LOOP,2,R1234ze(Z)[0.50]&MD4M[0.50],mixture,R1234ze(Z),MD4M,0.5,538.235,1481863.6023331366,-0.05,-1.0,-1.0
LOOP,3,MethylOleate[0.50]&MM[0.50],mixture,MethylOleate,MM,0.5,650.35,1551458.5943800495,-0.05,-1.0,-1.0
LOOP,4,MethylOleate[0.49]&R245fa[0.51],mixture,MethylOleate,R245fa,0.49,600.9551,1632784.1674502923,-0.05,-1.0,-1.0
LOOP,5,n-Hexane[0.50]&trans-2-Butene[0.50],mixture,n-Hexane,trans-2-Butene,0.5,468.21500000000003,3333857.3821319467,0.10196866173009889,13.173000958165586,1.2538386943030826
LOOP,6,MethylOleate[0.50]&R245fa[0.50],mixture,MethylOleate,R245fa,0.5,604.505,1619072.4649697246,-0.05,-1.0,-1.0
LOOP,7,Dichloroethane[0.49]&R142b[0.51],mixture,Dichloroethane,R142b,0.49,484.4166,4729176.220451752,0.08428510307550682,11.198722006645054,1.9554301103985625
LOOP,8,MethylOleate[0.50]&p-Xylene[0.50],mixture,MethylOleate,p-Xylene,0.5,699.0840000000001,1879690.0868365003,-0.05,-1.0,-1.0
LOOP,9,Ethanol[0.50]&Benzene[0.50],mixture,Ethanol,Benzene,0.5,525.830806265625,6040032.045488519,0.13350784060672494,7.331229168660004,0.24961943751988336
LOOP,10,Ethanol[0.49]&R11[0.51],mixture,Ethanol,R11,0.49,492.4736495911001,5157719.086052,-0.05,-1.0,-1.0
