phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,n-Pentane[0.49]&MethylLinoleate[0.51],mixture,n-Pentane,MethylLinoleate,0.49,623.873,2030076.2538327116,-0.05,-1.0,-1.0
INIT,2,HeavyWater[0.50]&R114[0.50],mixture,HeavyWater,R114,0.5,532.2273625232503,5806347.67310498,-0.05,-1.0,-1.0
INIT,3,HeavyWater[0.21]&IsoButene[0.79],mixture,HeavyWater,IsoButene,0.21,465.49897,9964813.433085036,0.3339089618566825,20.165247604880367,7.130889855754319
INIT,4,IsoButene[0.47]&1-Butene[0.53],mixture,IsoButene,1-Butene,0.47000000000000003,418.726,4046346.7375061368,0.10505758150958737,33.86121229311194,4.085157817263791
INIT,5,R114[0.21]&IsoButene[0.79],mixture,R114,IsoButene,0.21,418.24539999999996,3934473.1349111064,0.10324266126138845,32.94645419166645,3.9281126457413205
INIT,6,IsoButene[0.25]&1-Butene[0.75],mixture,IsoButene,1-Butene,0.25,418.99,4035415.6817690856,0.1047067476333767,31.870275503970873,4.046240235684635
INIT,7,R114[0.50]&MethylPalmitate[0.50],mixture,R114,MethylPalmitate,0.5,586.915,1830883.3158374801,-0.05,-1.0,-1.0
OPT,8,HeavyWater[0.50]&DiethylEther[0.50],mixture,HeavyWater,DiethylEther,0.5,555.2735,11227360.181466848,-0.05,-1.0,-1.0
OPT,9,Methanol[0.50]&R40[0.50],mixture,Methanol,R40,0.5,466.0025824144628,7517756.400422727,-0.05,-1.0,-1.0
OPT,10,1-Butene[0.50]&SulfurDioxide[0.50],mixture,1-Butene,SulfurDioxide,0.5,424.96500000000003,8652124.944663325,0.05690378109525384,42.0039734767199,15.852585281246405
OPT,11,R1233zd(E)[0.50]&Acetone[0.50],mixture,R1233zd(E),Acetone,0.5,473.85,4353308.686333733,0.12555087574469095,15.099300397372195,0.886735487214611
OPT,12,HeavyWater[0.50]&R40[0.50],mixture,HeavyWater,R40,0.5,531.236326044504,10499510.788167553,-0.05,-1.0,-1.0
OPT,13,EthyleneOxide[0.50]&Ethanol[0.50],mixture,EthyleneOxide,Ethanol,0.5,491.81500000000005,10478709.80965425,0.02293205551315891,20.796903815005034,14.118176047953776
OPT,14,MethylLinoleate[0.50]&MethylOleate[0.50],mixture,MethylLinoleate,MethylOleate,0.5,777.1715667987501,1310510.8479286188,-0.05,-1.0,-1.0
OPT,15,n-Decane[0.48]&Methanol[0.52],mixture,n-Decane,Methanol,0.48,790.7779768091663,13202689.459310792,-0.05,-1.0,-1.0
OPT,16,MethylPalmitate[0.48]&Water[0.52],mixture,MethylPalmitate,Water,0.48,698.8899200000001,6092561.458808862,-0.05,-1.0,-1.0
