order,mixture
1,R114
2,o-Xylene
3,SulfurDioxide
4,Novec649
5,IsoButene
6,MD4M
7,n-Dodecane
8,D5
9,Ethanol
10,R40
11,MethylPalmitate
12,R21
13,Toluene
14,Methanol
15,HeavyWater
16,Water
17,MethylOleate
18,EthyleneOxide
19,R142b
